screen_id,category,total_elements,clickable_elements
4674,utility,21,2
16539,other,27,6
66635,other,17,3
3958,other,74,16
21900,other,17,2
30558,other,32,2
3700,other,32,7
14668,other,8,1
49475,games,104,35
17316,other,38,9
55376,other,33,6
63744,other,27,4
9797,other,56,8
60955,other,18,1
64124,utility,48,8
35245,other,14,3
31933,other,25,4
8866,other,20,9
52663,other,38,9
53684,other,13,3
14097,other,19,5
1608,other,26,3
24615,other,38,11
6394,food,50,3
19281,news,64,14
9125,other,27,9
59895,other,76,35
52009,utility,22,5
63444,utility,50,6
66557,other,76,2
60040,other,21,2
19853,other,38,1
53734,travel,44,5
7116,other,16,1
40093,other,55,14
45204,other,46,7
29512,other,41,9
35982,other,20,2
50623,other,39,7
70197,social,7,1
39704,other,20,4
23160,games,10,1
23813,other,19,5
55055,other,35,7
31121,other,6,1
30021,other,64,14
71824,other,27,7
6243,utility,47,9
7059,other,84,7
30321,other,17,1
38913,news,99,26
57493,news,83,10
33047,other,52,8
69140,other,105,11
48503,other,37,9
1055,other,51,9
50372,other,50,8
43840,other,30,4
36884,other,16,3
18529,other,64,12
68211,utility,58,8
14156,other,30,3
34646,food,55,14
46335,other,30,4
13554,other,25,1
10050,news,73,14
56560,other,75,23
47045,other,153,22
8413,other,54,17
68798,games,51,7
17375,food,53,4
28928,travel,47,11
12057,other,18,4
25783,finance,23,2
38692,other,25,8
56492,other,22,2
48966,other,21,4
36251,other,89,14
51289,social,20,4
31224,utility,68,11
57090,other,128,13
35493,social,22,8
70932,other,60,10
35408,other,8,3
38940,productivity,23,3
46107,other,38,8
24162,other,44,7
6873,other,33,10
21714,other,55,9
41494,other,11,4
19290,news,64,12
22704,other,14,1
46760,shopping,90,21
35604,other,20,2
34091,other,19,2
37721,news,44,10
70799,news,40,9
29326,other,66,12
5435,games,101,13
18404,other,36,9
9457,shopping,64,12
10773,games,19,2
14810,other,86,15
52895,other,74,13
11039,news,69,16
1966,other,28,7
57714,other,84,14
42288,finance,34,5
6666,other,13,2
39040,other,15,4
19072,games,14,1
15654,other,48,9
69937,other,26,2
66501,utility,44,9
63179,games,45,5
3764,other,24,3
40279,other,22,2
62094,games,46,40
7307,other,30,3
4989,other,11,3
38292,other,14,2
8386,other,32,10
22140,other,84,14
40181,other,19,5
43774,social,99,26
71259,other,17,1
69228,other,26,7
64137,other,48,6
39901,other,23,6
35612,other,39,11
33751,games,25,13
25125,other,14,7
22555,other,41,8
38228,other,45,15
49899,other,46,10
10500,news,37,7
976,social,40,8
43048,other,117,23
58343,utility,58,13
25882,other,31,6
57113,other,22,6
43269,other,17,5
28031,other,69,14
37312,other,9,3
46173,other,162,16
48070,other,80,11
3451,social,7,2
12212,other,124,14
12525,other,10,2
47570,other,68,17
4205,other,14,2
56651,other,24,5
8180,social,28,1
66073,other,30,2
48335,games,8,4
41921,productivity,31,3
71693,utility,50,6
6706,other,37,8
19522,other,42,1
58295,utility,21,1
58366,other,18,5
44853,other,24,5
59616,other,8,1
61474,other,40,7
28750,productivity,23,2
4085,other,14,3
44259,other,9,1
15245,other,47,6
44660,other,34,18
71645,other,20,5
15940,utility,15,1
26410,other,13,6
7412,news,37,6
51641,other,64,6
69944,utility,31,5
53929,travel,8,3
54269,other,18,5
15236,other,100,22
55261,other,60,7
51839,other,16,7
45732,food,52,10
62664,other,57,2
48293,other,60,10
30839,other,61,5
66687,social,10,1
13508,other,12,2
33003,other,48,9
4547,other,40,3
61447,other,58,1
10723,other,17,2
41118,health,47,6
8649,other,21,7
43986,other,31,3
41140,social,20,4
47927,shopping,33,1
58520,other,51,8
3224,other,70,13
37978,other,18,2
33604,other,15,1
62671,other,41,6
29706,games,114,22
2937,other,38,6
21300,other,11,2
12328,health,23,4
56032,other,50,2
49431,other,50,11
59542,other,75,13
30292,food,130,10
58092,food,6,1
61852,other,28,6
47293,other,39,9
27473,other,24,5
14093,other,31,9
51550,utility,21,3
41390,other,91,7
48181,other,19,5
21428,utility,73,33
47859,games,17,4
8518,other,110,13
53418,other,71,6
2953,other,24,7
69656,finance,24,2
58770,other,27,3
7982,travel,8,3
11816,other,37,8
29226,finance,14,2
42163,other,40,13
15508,other,41,3
18486,other,48,14
43525,games,48,2
15146,other,25,6
61770,other,5,1
28633,other,42,8
26848,other,35,8
18858,other,33,18
50636,other,120,20
28851,news,56,9
28451,games,13,2
27192,other,82,8
1094,other,28,1
67973,utility,17,3
9771,other,16,3
49839,other,103,11
21791,utility,48,10
49067,other,49,12
58875,other,62,5
69294,social,12,1
53624,other,8,3
39674,other,22,9
34682,other,34,7
63304,other,18,5
2185,finance,37,1
27522,shopping,49,3
61696,other,41,7
56399,other,22,3
6628,other,62,14
42174,utility,24,2
22216,news,19,4
62743,other,19,5
44911,other,121,20
12183,other,29,9
32957,other,19,2
15622,other,27,8
19725,other,67,22
49303,other,58,5
64251,productivity,90,18
20423,travel,41,4
42914,utility,26,5
59760,other,56,5
37460,other,19,3
70007,social,32,11
35516,social,161,13
25965,other,29,8
70813,shopping,39,14
39255,other,13,2
58023,other,52,2
52099,other,51,11
21289,food,90,25
24140,other,61,10
48158,news,33,14
58554,other,21,9
33115,shopping,155,22
13628,other,23,6
68124,utility,21,2
27719,health,28,8
59928,other,57,12
64102,other,65,15
69951,shopping,99,18
13492,other,8,3
21306,other,29,4
40781,other,56,2
36542,other,21,1
41590,food,65,14
3012,other,26,3
69269,other,12,2
59339,other,22,4
59741,other,71,16
45283,social,20,6
25678,other,75,6
35300,other,34,3
55212,other,24,1
56694,other,52,7
35988,other,31,9
69073,other,104,26
27607,other,46,11
66227,other,90,32
45131,other,101,18
65479,social,13,3
10789,utility,8,2
29345,travel,16,4
62611,food,21,1
68210,utility,48,9
35434,other,30,6
7807,social,7,1
31067,other,142,10
4512,other,51,6
55174,other,18,3
7644,other,55,12
16521,other,26,8
45206,other,22,2
5209,games,34,12
33659,other,35,4
38704,other,9,1
50311,other,18,4
53115,finance,24,5
28273,other,46,8
32457,utility,84,11
2813,utility,7,2
27888,other,54,13
62957,social,55,3
16577,news,117,26
27095,other,43,14
53259,other,48,15
6789,other,9,1
36054,finance,50,13
40596,other,12,2
61096,other,90,20
54677,other,21,4
59520,other,79,3
26196,other,20,2
67153,news,17,1
54461,health,22,4
4888,food,62,7
68101,other,17,1
23116,other,32,16
4444,other,50,1
32602,utility,104,21
54823,other,122,34
714,other,108,23
70674,other,72,12
30887,other,47,12
46260,other,60,11
10710,social,7,1
919,food,130,37
70090,other,14,2
64909,utility,27,4
9537,news,103,13
69684,utility,89,13
6621,other,20,2
16541,other,35,6
44783,travel,12,1
16978,other,13,2
8293,other,10,2
3963,games,58,13
33518,other,92,26
8346,other,38,9
57974,other,8,3
28995,other,67,11
26837,other,31,6
23002,other,26,9
12247,social,5,1
11570,other,183,37
50885,other,55,18
68146,food,44,9
9545,news,27,3
49212,other,39,17
53436,shopping,81,16
24561,health,22,4
49541,other,54,10
70025,other,31,2
18157,shopping,6,1
68956,other,37,15
18031,other,28,5
69838,other,40,3
49904,other,48,9
1868,other,42,13
35054,other,25,1
53422,other,48,10
71830,other,60,7
52866,other,35,8
47439,utility,21,3
6301,other,53,10
22493,productivity,24,5
17443,shopping,72,9
56077,social,34,11
22461,other,48,12
26928,utility,50,6
29702,other,121,28
40978,food,119,8
53704,other,19,4
15070,other,20,3
52175,health,18,1
71330,other,66,13
28533,finance,69,12
60836,other,79,10
38375,other,42,8
5586,other,30,10
914,food,58,18
60867,other,18,1
60881,other,34,4
31667,other,21,6
71020,utility,20,2
72012,other,17,1
70399,other,34,7
14955,other,88,12
28599,other,46,9
61351,news,67,14
14154,other,62,15
35494,social,109,8
35890,other,191,37
32307,other,82,7
14001,other,33,7
27273,other,78,26
63634,other,19,5
27735,other,28,6
2202,other,167,10
39280,other,23,7
14633,other,8,3
70418,other,39,12
69833,other,22,2
50300,finance,27,1
36146,other,58,11
22051,news,58,9
52719,other,17,4
42675,other,14,2
17298,other,6,1
19652,other,24,1
45825,other,28,3
60796,other,27,5
38664,other,46,9
24661,other,50,10
67428,shopping,41,10
8003,other,53,13
17142,shopping,55,8
3936,other,111,36
57341,other,34,8
27347,other,30,4
70778,travel,84,15
12298,games,49,14
14883,other,8,2
14727,other,11,1
47769,social,20,4
58127,other,60,5
7199,other,77,22
6136,social,7,1
39625,other,13,2
1123,other,158,23
4302,other,116,20
19999,utility,19,7
53163,news,53,11
52289,news,17,4
10051,other,18,5
12523,other,12,1
54015,other,18,2
36010,other,36,8
27848,social,5,1
20233,other,26,4
56354,social,10,1
32121,other,35,8
36065,other,31,6
47967,travel,177,15
10220,other,50,10
7287,other,70,18
56813,other,110,46
777,other,53,13
42582,other,16,5
41710,news,39,6
9286,other,39,9
36864,travel,10,1
58140,other,50,9
61601,travel,44,11
63600,other,71,25
61873,other,43,12
14706,other,6,1
69354,other,20,8
70927,finance,14,2
10198,other,77,6
35595,other,127,47
55627,other,109,17
6400,other,72,9
66181,other,129,18
41958,utility,47,11
18119,other,20,3
72183,travel,49,7
45495,other,74,18
33998,other,17,3
32356,other,9,1
55080,news,43,10
70651,other,31,7
36655,travel,74,18
13686,other,9,2
51754,other,32,6
52816,travel,40,9
16087,social,59,9
34400,other,18,3
68948,other,72,20
32788,other,22,4
15381,other,11,2
40496,other,27,1
60248,other,25,5
60640,other,75,11
29415,other,16,6
52859,other,8,2
23643,other,75,10
67167,other,53,10
46701,travel,83,3
12642,other,72,5
35577,other,31,7
68008,other,108,26
22878,other,27,7
29971,news,44,7
56091,other,20,2
3599,other,18,7
7591,other,106,16
51634,other,30,4
55600,other,66,45
66184,other,67,11
42276,other,90,14
15666,other,40,15
51785,other,31,6
39122,other,14,4
66140,travel,44,5
66614,other,16,3
70846,games,79,13
12369,other,12,1
23003,other,7,2
11670,other,167,16
57613,other,31,8
49137,other,83,8
25998,other,35,6
4249,other,36,5
35900,other,20,1
14222,health,27,1
62325,other,29,6
45820,other,44,9
52532,other,19,5
30537,other,24,11
43140,other,44,15
4538,other,27,4
7925,food,41,11
39851,news,10,1
11081,other,13,1
12455,other,20,5
32735,finance,26,10
13746,other,64,5
32621,other,29,2
62024,other,171,6
57694,other,140,29
67730,social,7,1
36983,other,72,6
17905,other,19,4
24197,other,21,2
69913,other,22,5
53222,other,8,3
54185,other,169,41
44646,other,33,8
40417,other,21,1
54845,other,37,7
69987,utility,105,21
20002,utility,33,6
59010,food,82,23
48275,other,22,5
2562,other,23,3
14830,other,10,1
12445,utility,56,6
58651,other,115,8
1946,other,28,8
42458,other,75,9
53221,other,16,2
11261,other,51,7
41262,other,19,2
50816,travel,23,3
13047,other,92,19
26255,other,22,4
56430,other,32,4
52918,other,151,29
18717,other,31,5
10952,other,34,10
21637,other,8,3
51778,other,47,7
13318,other,97,1
30504,other,30,4
64183,shopping,52,11
7208,other,52,5
16518,other,27,4
40288,other,93,20
50357,travel,21,3
21528,other,66,21
49020,other,14,3
14280,food,44,16
63987,health,25,4
63967,other,99,21
17147,shopping,77,6
17654,other,18,5
42986,other,90,9
4927,other,51,13
62730,utility,48,11
50626,other,10,2
2480,other,95,52
7301,other,52,7
63086,other,17,3
23615,other,82,14
38325,other,36,7
326,other,19,5
63556,other,20,5
58804,other,26,10
68585,news,32,7
36738,other,131,17
31724,other,8,3
18093,other,113,13
55262,other,44,9
48048,other,73,8
46156,other,15,3
19182,other,18,3
31515,other,129,27
7969,other,55,12
24299,other,34,2
60488,other,19,5
13034,other,112,21
49145,other,95,6
21717,other,36,8
3249,other,18,1
14236,news,60,8
6841,other,53,9
28350,utility,178,11
19439,social,7,1
60070,other,27,6
37595,news,43,11
21336,other,15,2
56116,games,39,12
34691,other,14,2
46630,other,19,1
69368,other,67,10
39164,other,36,11
26314,other,74,11
48460,other,9,1
12723,productivity,42,12
68345,news,27,5
16682,news,43,12
62221,other,83,29
8427,other,40,4
50428,finance,9,1
35065,travel,49,7
61385,other,19,4
9476,other,18,5
11034,other,26,5
42310,other,17,1
15398,shopping,96,5
10409,news,87,9
66964,other,29,14
22118,other,24,5
15983,other,51,28
56760,other,62,6
8989,other,34,5
71752,health,23,1
2902,other,15,2
37661,other,19,3
55937,other,9,3
63271,other,24,6
62295,health,23,3
61034,productivity,26,6
70910,other,47,6
55869,games,91,29
18490,other,9,1
23842,other,17,2
19600,other,43,4
52256,other,60,10
28167,other,55,18
44644,other,131,8
39923,other,18,3
3740,other,66,12
67398,utility,15,1
21788,other,16,1
50315,other,99,26
5580,other,21,4
12509,shopping,47,8
49348,news,26,7
22152,other,45,7
57458,other,89,4
43152,finance,60,13
71126,utility,25,6
66301,other,27,6
51421,social,7,1
64584,food,29,9
617,other,140,13
3011,travel,38,11
33284,other,33,7
71696,utility,21,2
10274,other,21,4
46904,other,54,9
25815,other,45,5
22931,other,74,4
17861,other,16,4
45117,food,18,2
16407,other,42,6
50851,social,20,3
34191,other,12,2
60293,other,27,2
45765,other,85,10
43646,other,18,2
24722,other,58,6
40795,other,8,3
69729,other,13,2
66005,other,66,8
53634,other,46,10
2397,other,74,13
28535,finance,16,3
6829,other,79,24
23041,other,53,9
17565,other,51,3
6257,other,35,5
65494,other,42,5
55360,other,51,11
41467,games,17,1
7256,health,38,7
2191,other,38,22
20774,other,41,10
54354,other,17,3
12875,finance,20,6
13609,other,32,5
52632,games,112,28
3433,social,23,12
7456,other,19,3
24062,other,17,2
7862,other,18,3
26805,other,30,5
32409,news,21,1
50697,other,12,1
63128,social,7,1
60123,other,33,8
40102,utility,31,9
12888,news,53,15
17014,news,44,9
58972,other,60,21
13488,other,15,2
45618,other,125,14
9154,social,63,13
66224,news,47,8
61880,other,100,12
11925,social,32,7
42189,games,8,2
44133,social,6,1
70577,other,14,3
9664,other,43,14
25787,finance,33,8
7172,other,40,20
39556,other,49,6
49121,other,22,3
48301,finance,16,2
31848,utility,10,2
3786,other,21,4
23354,travel,6,1
59398,other,20,3
54773,other,65,9
31830,other,41,8
2540,other,15,1
70050,other,29,6
1740,other,63,18
69227,other,40,11
25257,other,56,12
16564,other,18,6
25904,other,45,6
58795,other,107,20
3744,other,18,1
23428,other,28,5
35028,other,101,9
24805,other,7,1
71818,other,19,2
41249,other,114,10
48658,games,96,32
42137,other,22,4
13629,other,23,6
38988,productivity,18,1
19717,other,5,1
24522,finance,85,6
50237,other,22,1
40217,other,36,5
22029,shopping,47,11
35803,other,56,3
34904,other,80,14
19109,other,8,3
4038,other,61,8
5762,other,39,6
23070,other,73,10
51739,health,44,1
33978,utility,31,6
28084,utility,36,5
23590,other,98,27
32511,other,19,6
18508,productivity,26,6
9843,travel,75,10
55859,games,85,24
69115,other,6,2
13979,other,14,6
28829,other,93,6
19114,other,20,1
17462,other,29,12
40892,other,35,6
4043,social,20,4
37807,other,13,5
71966,social,13,1
60240,other,50,29
70123,other,11,1
24757,other,49,1
2974,other,19,1
49827,other,42,7
20587,other,58,15
6213,utility,118,19
62442,other,6,1
52127,other,23,6
50375,shopping,25,3
21483,other,29,10
4818,other,159,14
4659,other,183,37
25379,other,38,11
15788,other,23,5
37380,other,34,2
44554,other,15,4
42489,other,57,10
24539,other,92,17
49054,other,25,5
41410,other,26,5
40695,news,67,11
28732,other,15,3
10960,other,56,9
58281,other,6,1
38445,productivity,42,9
58697,other,18,5
265,other,65,4
26581,other,61,17
7152,other,29,6
38854,other,10,1
48281,other,28,5
24922,other,11,1
7629,other,52,14
20003,social,7,1
67295,other,24,7
10303,other,50,17
37763,utility,20,2
12944,other,49,7
12686,other,80,15
41228,news,100,29
58499,other,14,2
60784,other,13,1
71474,other,54,13
12222,other,23,12
65399,other,14,2
9547,other,18,1
66450,utility,44,9
41779,news,15,2
63437,utility,166,28
62658,other,31,2
56138,games,101,14
67627,other,84,14
16560,other,53,8
70551,other,14,2
42875,other,16,4
26118,other,31,2
15542,news,35,5
46952,other,17,2
59781,other,64,10
10827,other,19,5
55916,utility,28,15
58395,other,37,9
3705,other,86,2
24639,other,13,3
65723,social,31,2
33966,other,18,5
29777,other,75,14
26030,games,49,19
68227,other,183,5
16091,other,37,8
11052,other,65,3
41813,other,35,2
68672,other,9,2
30349,other,54,10
67461,other,34,5
56556,other,73,6
40473,other,52,14
47711,social,6,1
59412,other,12,1
48560,other,10,2
11612,other,32,1
40208,other,19,2
68908,other,48,11
60987,other,24,5
19261,other,34,3
56546,other,24,5
36973,other,36,11
22503,other,72,17
62150,other,22,6
3472,other,31,2
51397,other,27,6
40800,other,27,6
8352,other,66,17
51820,news,61,9
10082,other,46,7
51429,social,29,1
14745,other,11,1
68529,other,80,23
66789,other,63,4
32322,other,25,3
